id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,occupancy_rate,estimated_annual_revenue,revenue_per_available_day,host_type,host_performance_score,neighbourhood_average_price,demand_score,days_since_last_review,city_average_price,price_index,price_category,minimum_nights_bucket
6123863,"Stylish Remodeled House With Deck, Steps To Dining",9072515,Jessica,Not Specified,West University Heights,32.75992,-117.14292,Entire Home/Apt,$215.00,2,28,12/7/2020,0.44,1,300,San Diego,17.80%,"$13,975.00",38.27,Individual,2.19,$129.40,-0.55,2,$306.57,0.7,Budget,2–3 Nights
33341740,"Lux420, Rftop Deck, Hot Tub, Elvtr In Of Denver",111000374,Elma,Not Specified,Five Points,39.75436,-104.98469,Entire Home/Apt,$599.00,30,35,12/29/2019,2.42,3,362,Denver,0.80%,"$1,797.00",4.792,Small Operator,0.23,$214.40,1.39,346,$209.59,2.86,Premium,8–30 Nights
21784725,Large Pool House In Hollywood New Pool Deck,158736535,Euseb,Not Specified,Hollywood,26.016,-80.23088,Entire Home/Apt,$214.00,2,10,2/17/2020,0.36,1,331,Broward County,9.30%,"$7,276.00",19.902,Individual,0.33,$198.89,-0.88,296,$253.11,0.85,Average,2–3 Nights
30562982,"Modern 2 Br House In Hollywood, Keyless Entry!",134940933,Jonathan,City Of Los Angeles,Hollywood Hills,34.11915,-118.32028,Entire Home/Apt,$290.00,30,0,,0,1,0,Los Angeles,100.00%,"$105,850.00",290,Individual,0.00,$290.88,-1.13,,$230.70,1.26,Premium,8–30 Nights
41833198,New Renovated House - Hard Rock / Hollywood Beach,120149672,Yaseen,Not Specified,Hollywood,26.01587,-80.23007,Entire Home/Apt,$250.00,2,10,4/28/2020,2.16,1,15,Broward County,95.90%,"$87,500.00",239.75,Individual,20.71,$198.89,0.26,225,$253.11,0.99,Average,2–3 Nights
14819644,1Br Suite Wyndham Grand Desert,92639159,James,Not Specified,Unincorporated Areas,36.10858,-115.1621,Entire Home/Apt,$313.00,2,1,11/29/2016,0.02,1,89,Clark County,75.60%,"$86,388.00",236.628,Individual,0.02,$215.51,-1.06,1471,$191.70,1.63,Premium,2–3 Nights
16084484,1 Bedroom Downtown - Great For Business Family,266855,Gayle,Not Specified,Palo Alto,37.44526,-122.15469,Entire Home/Apt,$185.00,30,106,2/28/2020,2.46,1,280,San Clara Country,23.30%,"$15,725.00",43.105,Individual,60.76,$283.85,1.84,285,$167.26,1.11,Average,8–30 Nights
24659161,Cozy Room In Castro/Duboce Triangle!,4335499,Manana,Not Specified,Castro/Upper Market,37.76655,-122.4346,Private Room,$45.00,30,0,,0,1,319,San Francisco,12.60%,"$2,070.00",5.67,Individual,0.00,$262.96,-1.54,,$295.23,0.15,Budget,8–30 Nights
39790382,Modern Loft/ Minutes From The Airport,101553583,Sally,Not Specified,District 13,36.14729,-86.64071,Entire Home/Apt,$175.00,2,5,6/22/2020,0.6,1,159,Nashville,56.40%,"$36,050.00",98.7,Individual,1.69,$148.38,-0.88,170,$223.27,0.78,Budget,2–3 Nights
32338786,Discovery Bay 2712,74079684,Marina,Honolulu,Primary Urban Center,21.28495,-157.83874,Entire Home/Apt,$113.00,1,0,,0,189,258,Hawaii,29.30%,"$12,091.00",33.109,Commercial Operator,0.00,$219.00,-1.42,,$316.90,0.36,Budget,1 Night
34054773,Private Santa Monica Room Surrounded By Trees,28637094,Anthony,Other Cities,Santa Monica,34.02926,-118.46166,Private Room,$84.00,1,22,11/27/2019,1.34,1,0,Los Angeles,100.00%,"$30,660.00",84,Individual,29.48,$169.33,-0.32,378,$230.70,0.36,Budget,1 Night
21968777,Charming Apartment In The Heart Of Hollywood,122044964,Eddy,City Of Los Angeles,Hollywood,34.09875,-118.34166,Entire Home/Apt,$135.00,30,95,3/14/2019,2.88,1,365,Los Angeles,0.00%,$0.00,0,Individual,0.00,$198.89,1.84,636,$230.70,0.59,Budget,8–30 Nights
38995874,Best Location In Pb 2Bd/1Ba! Walk To The Beach,14326301,Michael,Not Specified,Pacific Beach,32.80065,-117.25129,Entire Home/Apt,$249.00,1,30,7/24/2020,3.64,2,227,San Diego,37.80%,"$34,362.00",94.122,Small Operator,20.64,$660.48,1.47,138,$306.57,0.81,Average,1 Night
44459062,Luxurious 1 Bed Villa In Las Vegas Great Price!,110463251,Cecilia,Not Specified,Unincorporated Areas,36.05771,-115.17134,Entire Home/Apt,$110.00,7,0,,0,2,173,Clark County,52.60%,"$21,120.00",57.86,Small Operator,0.00,$215.51,-1.43,,$191.70,0.57,Budget,4–7 Nights
441125,Uptown Home W/Room To Spread Out!,2191889,Chris,Not Specified,Audubon,29.9318,-90.11481,Entire Home/Apt,$540.00,1,35,3/16/2020,0.35,2,206,New Orleans,43.60%,"$85,860.00",235.44,Small Operator,2.67,$356.00,0.05,268,$158.95,3.4,Premium,1 Night
21126499,Acl Dream Walkable To Bars,64683738,Zach,Not Specified,78703,30.2686,-97.75232,Entire Home/Apt,"$1,000.00",3,1,9/2/2019,0.05,1,365,Austin,0.00%,$0.00,0,Individual,0.00,$351.46,0.10,464,$267.45,3.74,Premium,2–3 Nights
21366927,Casita Of North Park,8039293,Juan,Not Specified,North Hills,32.74392,-117.129,Entire Home/Apt,$130.00,3,61,3/24/2020,3.16,1,0,San Diego,100.00%,"$47,450.00",130,Individual,192.76,$185.26,1.47,260,$306.57,0.42,Budget,2–3 Nights
43542914,Brand New! The Perfect Backhouse In Center Of La,305788861,Zevi,City Of Los Angeles,Fairfax,34.08023,-118.35169,Entire Home/Apt,$102.00,2,1,8/22/2020,1,2,82,Los Angeles,77.50%,"$28,866.00",79.05,Small Operator,0.39,$248.60,-0.82,109,$230.70,0.44,Budget,2–3 Nights
45126514,Relax In An Apt Of Your Own 2Br In Austin,304341894,Kia,Not Specified,78730,30.39141,-97.83946,Entire Home/Apt,$134.00,30,0,,0,35,356,Austin,2.50%,"$1,206.00",3.35,Commercial Operator,0.00,$272.25,-1.39,,$267.45,0.5,Budget,8–30 Nights
37494808,Enticing Home On The Cumberland River!,143993920,Cory,Not Specified,District 7,36.20211,-86.69759,Entire Home/Apt,$463.00,3,14,1/3/2020,1.21,2,255,Nashville,30.10%,"$50,930.00",139.363,Small Operator,2.55,$235.50,0.11,341,$223.27,2.07,Premium,2–3 Nights
40841455,Modern 2Br At Logan Sq Perfect For Fun Getaway,148973907,Mia Noah,Not Specified,Logan Square,41.9145,-87.71047,Entire Home/Apt,$97.00,1,15,7/9/2020,1.77,21,206,Chicago,43.60%,"$15,423.00",42.292,Commercial Operator,0.55,$130.33,-0.15,153,$152.45,0.64,Budget,1 Night
22496369,Pleasant Low-Priced Place In Manhattan,23719409,Carlina,Manhattan,Harlem,40.82645,-73.94984,Private Room,$47.00,1,56,9/9/2019,1.72,2,0,New York City,100.00%,"$17,155.00",47,Small Operator,48.16,$114.51,0.38,457,$162.83,0.29,Budget,1 Night
564220,Cute Bungalow 2 - Near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57917,-122.29212,Private Room,$40.00,2,194,11/3/2020,2.03,2,295,Seattle,19.20%,"$2,800.00",7.68,Small Operator,37.81,"$1,391.50",2.73,36,$228.97,0.17,Budget,2–3 Nights
45166526,"Golf Course, Modern 3 Bedroom Home, King Bed",364769848,Lizabeth,Not Specified,Unincorporated Areas,35.08171,-114.60535,Entire Home/Apt,$128.00,1,0,,0,1,83,Clark County,77.30%,"$36,096.00",98.944,Individual,0.00,$215.51,-1.40,,$191.70,0.67,Budget,1 Night
35579892,Mermaid House,267697509,Virginia,Washington,New Shoreham,41.16389,-71.6041,Entire Home/Apt,$250.00,3,21,6/28/2020,1.87,1,81,Rhode Island,77.80%,"$71,000.00",194.5,Individual,30.55,$260.00,0.26,164,$275.02,0.91,Average,2–3 Nights
23002713,Million Dollar Views,170623356,Jimmy,Honolulu,Primary Urban Center,21.27195,-157.82169,Entire Home/Apt,$99.00,2,46,11/5/2019,1.45,1,253,Hawaii,30.70%,"$11,088.00",30.393,Individual,20.48,$219.00,0.15,400,$316.90,0.31,Budget,2–3 Nights
10090735,Studio Apt At The Heart Of Chelsea,6772290,Andrew,Manhattan,Chelsea,40.74156,-74.00037,Entire Home/Apt,$99.00,3,173,8/20/2020,3.03,1,155,New York City,57.50%,"$20,790.00",56.925,Individual,301.41,$417.33,3.10,111,$162.83,0.61,Budget,2–3 Nights
40084354,Honeymoon Beachfront Luxury Private Villa,48477772,Andrew,Honolulu,Koolaupoko,21.41082,-157.74568,Entire Home/Apt,"$1,280.00",1,0,,0,4,365,Hawaii,0.00%,$0.00,0,Small Operator,0.00,$402.44,0.52,,$316.90,4.04,Premium,1 Night
39893502,Beautiful 1 Bedroom Cross Street By The Beach,180885075,Pulido,Not Specified,Hallandale Beach,25.9861,-80.12048,Entire Home/Apt,$329.00,3,0,,0,6,0,Broward County,100.00%,"$120,085.00",329,Professional,0.00,$233.46,-1.07,,$253.11,1.3,Premium,2–3 Nights
45118276,2 Brdrm Condo! Few Minutes From Strip! -414Ss3,346278433,Crystal,Not Specified,Unincorporated Areas,36.1134,-115.21375,Entire Home/Apt,$65.00,1,0,,0,9,360,Clark County,1.40%,$325.00,0.91,Professional,0.00,$215.51,-1.50,,$191.70,0.34,Budget,1 Night
42824167,"Perfect Location To Broadway. Pool, Parking Gym!",138050033,Jordan,Not Specified,District 19,36.15543,-86.77497,Entire Home/Apt,$110.00,1,34,8/16/2020,7.29,3,172,Nashville,52.90%,"$21,230.00",58.19,Small Operator,43.71,$229.87,3.50,115,$223.27,0.49,Budget,1 Night
12067984,Clean And Not Expensive Place,64657375,Elena,Not Specified,City Of Henderson,36.05152,-115.08417,Private Room,$65.00,1,0,,0,1,88,Clark County,75.90%,"$18,005.00",49.335,Individual,0.00,$205.85,-1.50,,$191.70,0.34,Budget,1 Night
15941197,Master Bedroom Suite In Downtown,17734554,Toyin,Other Cities,Long Beach,33.77405,-118.1978,Private Room,$75.00,2,10,10/22/2017,0.22,3,0,Los Angeles,100.00%,"$27,375.00",75,Small Operator,0.73,$126.34,-1.20,1144,$230.70,0.33,Budget,2–3 Nights
2637852,Sunset Beach Vintage Cottage,13508451,Anderson,Honolulu,North Shore Oahu,21.68515,-158.02437,Entire Home/Apt,$300.00,30,126,3/19/2020,1.61,3,319,Hawaii,12.60%,"$13,800.00",37.8,Small Operator,8.52,$903.56,1.84,265,$316.90,0.95,Average,8–30 Nights
34912680,"Quirky Cute Apartment In Lake Merritt, Oakland",5916617,Denise,Not Specified,Ivy Hill,37.79879,-122.24862,Entire Home/Apt,$110.00,2,7,10/1/2020,0.66,1,0,Oakland,100.00%,"$40,150.00",110,Individual,4.62,$110.00,-0.92,69,$157.03,0.7,Budget,2–3 Nights
25302082,Shared Room Apartment,28350854,Bill,City Of Los Angeles,Brentwood,34.06827,-118.46327,Shared Room,$566.00,30,13,6/22/2018,0.46,1,89,Los Angeles,75.60%,"$156,216.00",427.896,Individual,4.52,$551.00,-0.19,901,$230.70,2.45,Premium,8–30 Nights
19566341,"New 5Bd, 3Ba Condo W/ Parking 20 Mins To Manhattan",137130688,Leo,Not Specified,Ward F (Councilmember Jermaine D. Robinson),40.71064,-74.07315,Entire Home/Apt,$175.00,3,118,5/30/2020,3.64,2,255,Jersey City,30.10%,"$19,250.00",52.675,Small Operator,64.64,$96.91,2.73,193,$150.76,1.16,Average,2–3 Nights
278145,Large Room In A Huge Ny Apartment.,1452026,Heidi,Queens,Astoria,40.77117,-73.91905,Private Room,$45.00,5,3,6/20/2017,0.03,1,0,New York City,100.00%,"$16,425.00",45,Individual,0.09,$141.24,-1.47,1268,$162.83,0.28,Budget,4–7 Nights
32425444,"Luxury Oceanfront Townhouse, Steps To Beach, Close To Golf Restaurants",233969351,Jude,Maui,Kihei-Makena,20.74798,-156.4568,Entire Home/Apt,"$1,253.00",4,4,11/1/2020,0.21,9,305,Hawaii,16.40%,"$75,180.00",205.492,Professional,0.02,$439.27,0.66,38,$316.90,3.95,Premium,4–7 Nights
20697128,Free Peaceful Refuge For Hurricane Harvey Victims,7461777,Kayla,Not Specified,78723,30.31076,-97.70603,Private Room,$10.00,1,0,,0,1,0,Austin,100.00%,"$3,650.00",10,Individual,0.00,"$1,115.73",-1.60,,$267.45,0.04,Budget,1 Night
4606675,Small Private Room Near Airport New York City!,23591164,Angela,Queens,East Elmhurst,40.7661,-73.87739,Private Room,$44.00,1,86,8/25/2020,1.22,4,365,New York City,0.00%,$0.00,0,Small Operator,0.00,$71.33,0.55,106,$162.83,0.27,Budget,1 Night
23362302,Hands Down Best Value For 3-Bedrooms In Waikiki!,163651938,Andrea,Honolulu,Primary Urban Center,21.28191,-157.8257,Entire Home/Apt,$131.00,29,2,1/4/2018,0.07,1,355,Hawaii,2.70%,"$1,310.00",3.537,Individual,0.00,$219.00,-1.32,1070,$316.90,0.41,Budget,8–30 Nights
19271335,"Private Home Near Kona Town W/Ocean Views, Large Lanai, A/C. Hale Alaula",107293305,Elite Pacific,Hawaii,North Kona,19.64385,-155.98247,Entire Home/Apt,$200.00,1,1,4/21/2018,0.03,181,217,Hawaii,40.50%,"$29,600.00",81,Commercial Operator,0.00,$286.83,-1.25,963,$316.90,0.63,Budget,1 Night
38522086,Sunnyside Historic Grocer And Provisions,15902994,Heather,Not Specified,Sunnyside,39.77483,-105.01853,Entire Home/Apt,$74.00,4,35,5/15/2020,3.9,1,49,Denver,86.60%,"$23,384.00",64.084,Individual,118.21,$103.85,1.41,208,$209.59,0.35,Budget,4–7 Nights
9840355,Gorgeous Apartment In West Village,3242525,Ther,Manhattan,West Village,40.73113,-74.00314,Entire Home/Apt,$120.00,4,1,6/7/2016,0.02,1,0,New York City,100.00%,"$43,800.00",120,Individual,0.02,$226.50,-1.38,1646,$162.83,0.74,Budget,4–7 Nights
21283357,Brand New Fully Remodeled Modern House,153988027,Zain,Queens,Woodside,40.74267,-73.8996,Entire Home/Apt,$255.00,4,58,3/14/2020,2.08,3,364,New York City,0.30%,$255.00,0.765,Small Operator,0.12,$76.43,0.98,270,$162.83,1.57,Premium,4–7 Nights
26501755,"Clean, Quiet Studio Apartment - Gramercy/Kips Bay!",36383204,Despina,Manhattan,Kips Bay,40.74174,-73.98162,Entire Home/Apt,$120.00,25,7,10/31/2018,0.27,1,0,New York City,100.00%,"$43,800.00",120,Individual,1.89,$121.63,-1.14,770,$162.83,0.74,Budget,8–30 Nights
37360186,Fantastic Views Heart Of Downtown 2 Br Luxury,9784609,Leon,Not Specified,East Village,32.71371,-117.15459,Entire Home/Apt,$99.00,1,9,5/3/2020,0.78,11,24,San Diego,93.40%,"$33,759.00",92.466,Professional,0.60,$145.31,-0.84,220,$306.57,0.32,Budget,1 Night
6813846,"Comfortable, Historic Craftsman Home In Fremont",707754,Molly And Chris,Other Neighborhoods,Fremont,47.66022,-122.35066,Entire Home/Apt,$160.00,2,132,12/27/2019,2.71,1,318,Seattle,12.90%,"$7,520.00",20.64,Individual,46.15,$169.50,2.36,348,$228.97,0.7,Budget,2–3 Nights
30708847,Open Plan4Bdrm/3Bathkoreatown Area Santa Clara,2899101,Christina,Not Specified,Santa Clara,37.35098,-121.97945,Entire Home/Apt,$289.00,4,45,9/5/2020,2.52,11,243,San Clara Country,33.40%,"$35,258.00",96.526,Professional,3.44,$134.06,1.09,95,$167.26,1.73,Premium,4–7 Nights
36760595,Private Executive Suite In Luxury Beach House,4784653,Kristina,Other Cities,Manhattan Beach,33.89074,-118.41353,Private Room,$100.00,30,3,11/8/2020,0.29,2,118,Los Angeles,67.70%,"$24,700.00",67.7,Small Operator,0.29,$467.09,-1.22,31,$230.70,0.43,Budget,8–30 Nights
22295960,Chelsea Gallery Space For Events And Exhibitions,3750764,Kevin,Manhattan,Chelsea,40.75081,-74.00396,Private Room,"$2,836.00",1,0,,0,4,364,New York City,0.30%,"$2,836.00",8.508,Small Operator,0.00,$417.33,3.10,,$162.83,17.42,Premium,1 Night
21947757,Six Rooms With A View,160208078,Danielle,Not Specified,District 3,36.27095,-86.77725,Entire Home/Apt,$320.00,3,70,6/28/2020,2.16,1,267,Nashville,26.80%,"$31,360.00",85.76,Individual,40.52,$189.50,1.32,164,$223.27,1.43,Premium,2–3 Nights
42383674,"Harbor-Side, Cliff Walk, Mansions, Wyndham Onshore",47475013,Hamilton,Newport,Newport,41.48192,-71.31499,Entire Home/Apt,$499.00,3,1,2/19/2020,0.23,11,314,Rhode Island,14.00%,"$25,449.00",69.86,Professional,0.00,$462.87,-0.63,294,$275.02,1.81,Premium,2–3 Nights
7234538,Lovely Sun-Filled Brownstone!,1793569,Frances,Brooklyn,Park Slope,40.68073,-73.97515,Entire Home/Apt,$170.00,1,0,,0,1,0,New York City,100.00%,"$62,050.00",170,Individual,0.00,$183.74,-1.33,,$162.83,1.04,Average,1 Night
44392525,Boston Stay With Boutique Bb - Venice Room,357698265,Natalie,Not Specified,Brighton,42.34499,-71.15607,Private Room,$65.00,1,2,8/31/2020,2,3,172,Boston,52.90%,"$12,545.00",34.385,Small Operator,0.71,$107.75,-0.27,100,$172.97,0.38,Budget,1 Night
25920781,Near 606 Trail Free Garage Parking Wd Luxtel,130502086,Yolanda,Not Specified,Humboldt Park,41.9117,-87.72439,Entire Home/Apt,$154.00,2,41,8/30/2020,2.44,1,61,Chicago,83.30%,"$46,816.00",128.282,Individual,83.33,$113.14,0.76,101,$152.45,1.01,Average,2–3 Nights
27494291,Tiny House Experience--Private And Brand New!!,7674611,Greg And Vanessa,Not Specified,Normal Heights,32.75746,-117.12295,Entire Home/Apt,$89.00,30,44,5/17/2020,1.83,2,148,San Diego,59.50%,"$19,313.00",52.955,Small Operator,23.95,$247.67,0.33,206,$306.57,0.29,Budget,8–30 Nights
28475740,"Chez Maui Kihei Beach House, 1 Block To The Beach!",214955872,Leanne,Maui,Kihei-Makena,20.74047,-156.45482,Entire Home/Apt,$250.00,5,35,3/23/2020,1.5,3,179,Hawaii,51.00%,"$46,500.00",127.5,Small Operator,8.93,$439.27,0.26,261,$316.90,0.79,Budget,4–7 Nights
45233106,Huge Williamsburg Apt With Private Backyard,16148974,Blake,Brooklyn,Williamsburg,40.71739,-73.94243,Entire Home/Apt,$150.00,8,0,,0,1,6,New York City,98.40%,"$53,850.00",147.6,Individual,0.00,$125.13,-1.36,,$162.83,0.92,Average,8–30 Nights
41717437,Bedroom With Desk + View Avondale/ Old Irving Park,31378386,Proper Stays,Not Specified,Irving Park,41.94044,-87.72963,Private Room,$35.00,15,1,4/17/2020,0.19,9,272,Chicago,25.50%,"$3,255.00",8.925,Professional,0.01,$96.77,-1.42,236,$152.45,0.23,Budget,8–30 Nights
24759887,Master Bedroom In Large Family Home,36057647,Lisa,Not Specified,Coral Springs,26.23176,-80.25629,Private Room,$40.00,1,0,,0,3,0,Broward County,100.00%,"$14,600.00",40,Small Operator,0.00,$263.38,-1.55,,$253.11,0.16,Budget,1 Night
7937969,Chicago Wrigleyville Cubs Headquarters,5547803,Anne,Not Specified,Lake View,41.95045,-87.65558,Entire Home/Apt,$125.00,1,3,12/5/2019,0.06,1,0,Chicago,100.00%,"$45,625.00",125,Individual,0.18,$255.75,-1.32,370,$152.45,0.82,Average,1 Night
42641990,Happy Trails On Wheels,274791849,Lilibeth,Not Specified,Pembroke Pines,25.99406,-80.28838,Entire Home/Apt,$75.00,7,0,,0,1,364,Broward County,0.30%,$75.00,0.225,Individual,0.00,$103.60,-1.49,,$253.11,0.3,Budget,4–7 Nights
34272805,2 Bedroom Polished Gem In Powderhorn Park,36740596,Kelsey,Not Specified,Hennepin,44.94582,-93.25025,Entire Home/Apt,$79.00,2,25,12/26/2019,1.89,1,0,Twin Cities Msa,100.00%,"$28,835.00",79,Individual,47.25,$483.20,0.05,349,$556.88,0.14,Budget,2–3 Nights
39441888,"Alberta Happiness - Food, Drink, Nature, All Of It",205079895,Mike,Not Specified,Vernon,45.56174,-122.6455,Entire Home/Apt,$149.00,1,20,2/23/2020,2.41,3,138,Portland,62.20%,"$33,823.00",92.678,Small Operator,9.99,$121.67,0.40,290,$142.97,1.04,Average,1 Night
25161261,Up To Good In Inglewood Studio By Lax Airport,190130666,Jordan,Other Cities,Hawthorne,33.93242,-118.35508,Entire Home/Apt,$85.00,1,7,8/20/2018,0.26,1,0,Los Angeles,100.00%,"$31,025.00",85,Individual,1.82,$77.33,-1.20,842,$230.70,0.37,Budget,1 Night
2560559,Sunny Private Room Near Prospect Pk,2766490,Daisy,Brooklyn,Crown Heights,40.68027,-73.96379,Private Room,$53.00,7,1,3/1/2016,0.02,1,0,New York City,100.00%,"$19,345.00",53,Individual,0.02,$111.08,-1.50,1744,$162.83,0.33,Budget,4–7 Nights
1201385,Koreatown Oasis 3 Blocks To Metro,6562223,Mariano,City Of Los Angeles,Westlake,34.06097,-118.28664,Entire Home/Apt,$146.00,30,169,1/10/2019,1.92,3,364,Los Angeles,0.30%,$146.00,0.438,Small Operator,0.32,$117.72,2.44,699,$230.70,0.63,Budget,8–30 Nights
39969068,Miraloma Park Room With Easy Parking And Breakfast,26687266,Heather,Not Specified,West Of Twin Peaks,37.74325,-122.45444,Private Room,$90.00,1,28,3/15/2020,2.84,3,64,San Francisco,82.50%,"$27,090.00",74.25,Small Operator,21.87,$170.00,0.69,269,$295.23,0.3,Budget,1 Night
43405694,Entire Minimalistic Apt In The Heart Of Manhattan!,345899797,Marios,Manhattan,Chinatown,40.71601,-73.99414,Entire Home/Apt,$149.00,5,0,,0,1,0,New York City,100.00%,"$54,385.00",149,Individual,0.00,$435.26,-1.36,,$162.83,0.92,Average,4–7 Nights
20034806,"Beautiful, Airy Bedroom In Williamsburg",75777937,Funmilade,Brooklyn,Williamsburg,40.71558,-73.96171,Private Room,$60.00,1,3,6/8/2017,0.08,1,0,New York City,100.00%,"$21,900.00",60,Individual,0.24,$125.13,-1.42,1280,$162.83,0.37,Budget,1 Night
39894426,First Class Oceanfront Villa With Sweeping Views 160-4,84983912,"Whalers Investment Group,",Maui,Lahaina,20.85783,-156.66637,Entire Home/Apt,$584.00,5,0,,0,57,172,Hawaii,52.90%,"$112,712.00",308.936,Commercial Operator,0.00,$368.52,-0.64,,$316.90,1.84,Premium,4–7 Nights
41484710,Private Suite2 W/ Own Bathroom Entrance.Smokefree,323319442,Shoreline,Not Specified,Fort Lauderdale,26.09058,-80.18402,Private Room,$59.00,2,1,2/16/2020,0.24,6,113,Broward County,69.00%,"$14,868.00",40.71,Professional,0.03,$314.69,-1.35,297,$253.11,0.23,Budget,2–3 Nights
34652915,Monthly Rental-420- Big Dog Pet Friendly!,191020761,Susan,Not Specified,Unincorporated Areas,36.0759,-115.15388,Entire Home/Apt,$147.00,30,5,1/3/2020,0.35,3,119,Clark County,67.40%,"$36,162.00",99.078,Small Operator,0.39,$215.51,-1.08,341,$191.70,0.77,Budget,8–30 Nights
19030799,Single Family Redwood City Full Home,40902839,Andy,Not Specified,Redwood City,37.4702,-122.23163,Entire Home/Apt,$175.00,2,24,10/11/2019,0.66,1,8,San Mateo County,97.80%,"$62,475.00",171.15,Individual,15.49,$228.29,-0.55,425,$200.39,0.87,Average,2–3 Nights
24822945,Urban Flat Neat Clean Pool Gym,2917744,Urban Flat,Not Specified,San Jose,37.40498,-121.9322,Entire Home/Apt,$279.00,5,19,4/3/2020,0.82,65,233,San Clara Country,36.20%,"$36,828.00",100.998,Commercial Operator,0.09,$117.92,-0.36,250,$167.26,1.67,Premium,4–7 Nights
28204589,Modern-Light Filled Apartment Downtown Denver,21255800,Dorothy,Not Specified,Civic Center,39.73084,-104.98813,Entire Home/Apt,$99.00,1,1,9/9/2018,0.05,1,0,Denver,100.00%,"$36,135.00",99,Individual,0.05,$103.67,-1.40,822,$209.59,0.47,Budget,1 Night
44611286,Sextant Factors Row 1 Bed 1 Bath 305 4 Blocks To Bourbon St,133779762,Tanya From Sextant Stays,Not Specified,Central Business District,29.95018,-90.07265,Entire Home/Apt,$83.00,1,0,,0,72,365,New Orleans,0.00%,$0.00,0,Commercial Operator,0.00,$208.88,-1.47,,$158.95,0.52,Budget,1 Night
10034909,Cute Gardendistrict 2Br W/Courtyard On Magazine St,22256570,Sam,Not Specified,Lower Garden District,29.93318,-90.0728,Entire Home/Apt,$103.00,1,122,3/13/2020,2.14,2,0,New Orleans,100.00%,"$37,595.00",103,Small Operator,130.54,$154.95,1.77,271,$158.95,0.65,Budget,1 Night
22280793,Victorian In Historic Baker Neighborhood,58096869,Kristen Brian,Not Specified,Speer,39.71918,-104.98704,Entire Home/Apt,$105.00,2,50,6/20/2020,1.64,1,48,Denver,86.80%,"$33,285.00",91.14,Individual,71.18,$110.00,0.34,172,$209.59,0.5,Budget,2–3 Nights
28941898,Home Base!,8518665,Kevin,Brooklyn,Bedford-Stuyvesant,40.69265,-73.95864,Private Room,$48.00,2,15,11/3/2020,0.65,3,16,New York City,95.60%,"$16,752.00",45.888,Small Operator,3.11,$110.45,-0.90,36,$162.83,0.29,Budget,2–3 Nights
8460304,Prime Park Ave S / Nomad Condo - Doorman Elevator,44534342,Faith,Manhattan,Midtown,40.74568,-73.98324,Entire Home/Apt,$220.00,7,8,10/11/2018,0.13,1,364,New York City,0.30%,$220.00,0.66,Individual,0.00,$335.84,-1.04,790,$162.83,1.35,Premium,4–7 Nights
31361375,The Ultimate Silicon Valley Resort Estate,8090962,Dean,Not Specified,Unincorporated Areas,37.20639,-121.96377,Entire Home/Apt,"$4,000.00",2,1,8/24/2019,0.1,1,173,San Clara Country,52.60%,"$768,000.00",2104,Individual,0.05,$215.51,5.11,473,$167.26,23.91,Premium,2–3 Nights
43566041,Charming Brownstone Apt Minutes Nyc,289859446,New Jersey,Not Specified,Ward F (Councilmember Jermaine D. Robinson),40.71913,-74.07069,Entire Home/Apt,$70.00,1,0,,0,2,351,Jersey City,3.80%,$980.00,2.66,Small Operator,0.00,$96.91,-1.50,,$150.76,0.46,Budget,1 Night
35718740,"Airstream Serenity 27Fb International (Denver, Co)",268681811,Chris,Not Specified,Platt Park,39.69286,-104.98661,Entire Home/Apt,$249.00,4,0,,0,1,267,Denver,26.80%,"$24,402.00",66.732,Individual,0.00,$156.20,-1.20,,$209.59,1.19,Average,4–7 Nights
6922490,Perfect Location! Large One Bedroom,742729,Michael,Manhattan,East Village,40.72691,-73.98534,Entire Home/Apt,$85.00,3,56,4/16/2020,0.93,1,0,New York City,100.00%,"$31,025.00",85,Individual,52.08,$145.31,-0.03,237,$162.83,0.52,Budget,2–3 Nights
17040584,4Br Villa By Convention Center Strip/Airport P/U,103000335,Isaac,Not Specified,City Of Las Vegas,36.15015,-115.14531,Entire Home/Apt,$281.00,1,100,10/8/2020,2.31,1,358,Clark County,1.90%,"$1,967.00",5.339,Individual,4.39,$150.36,1.82,62,$191.70,1.47,Premium,1 Night
43389172,Kauai Beach Resort 4Th Flr Ocean View. Fun For All,49596210,Tony,Kauai,Lihue,22.00919,-159.33734,Entire Home/Apt,$155.00,2,0,,0,3,318,Hawaii,12.90%,"$7,285.00",19.995,Small Operator,0.00,$196.10,-1.35,,$316.90,0.49,Budget,2–3 Nights
34177285,"3-Story House, Garage: Seattle, Renton, Airport",59072708,Tianen,Rainier Valley,Rainier View,47.49587,-122.26712,Entire Home/Apt,$600.00,1,6,1/3/2020,0.52,5,0,Seattle,100.00%,"$219,000.00",600,Small Operator,0.62,$600.00,-0.21,341,$228.97,2.62,Premium,1 Night
5959395,Great Home Close To The U Of M!,6531080,Kirsten,Not Specified,Hennepin,44.9546,-93.22094,Private Room,$39.00,7,30,11/18/2019,0.51,1,281,Twin Cities Msa,23.00%,"$3,276.00",8.97,Individual,3.52,$483.20,-0.77,387,$556.88,0.07,Budget,4–7 Nights
