id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,occupancy_rate,estimated_annual_revenue,revenue_per_available_day,host_type,host_performance_score,neighbourhood_average_price,demand_score,days_since_last_review,city_average_price,price_index,price_category,minimum_nights_bucket
35096181,Avl Getaway: Spacious Beautiful Artistic Suite,24764498,Alexis,Not Specified,28801,35.60643,-82.57664,Entire Home/Apt,$134.00,2,6,2/9/2020,0.4,2,153,Asheville,58.10%,"$28,408.00",77.854,Small Operator,0.70,$178.59,-1.05,304,$160.09,0.84,Average,2–3 Nights
36873720,Walk To The Beach! 3Bd / 2Ba Single Family Home,38829607,Karen,Not Specified,Pompano Beach,26.24023,-80.09166,Entire Home/Apt,$150.00,3,14,5/21/2020,1.35,1,204,Broward County,44.10%,"$24,150.00",66.15,Individual,8.33,$192.92,-0.33,202,$253.11,0.59,Budget,2–3 Nights
31221589,Elegance And Comfort In Clinton Hill,646563,Brian,Brooklyn,Clinton Hill,40.68162,-73.96083,Private Room,$219.00,1,3,5/28/2019,0.19,2,0,New York City,100.00%,"$79,935.00",219,Small Operator,0.29,$166.38,-1.09,561,$162.83,1.34,Premium,1 Night
40268204,"Cozy Koketa
1.5Mi-Vegas Blv
2Mi-Conventioncenter",195486791,Yamina,Not Specified,City Of Las Vegas,36.14915,-115.11528,Entire Home/Apt,$92.00,1,30,8/28/2020,3.33,1,360,Clark County,1.40%,$460.00,1.288,Individual,1.40,$150.36,1.02,103,$191.70,0.48,Budget,1 Night
33810838,2F-2Br Apt In Bridgeport Along Archer Ave.,150847041,Henry,Not Specified,Bridgeport,41.8403,-87.65903,Entire Home/Apt,$118.00,2,20,7/9/2020,1.2,2,24,Chicago,93.40%,"$40,238.00",110.212,Small Operator,11.21,$74.57,-0.38,153,$152.45,0.77,Budget,2–3 Nights
12365502,Topanga Vacation Home On 10 Acres!,66801260,Kaya,Unincorporated Areas,Topanga,34.11642,-118.63905,Entire Home/Apt,$395.00,7,10,12/8/2019,0.2,1,81,Los Angeles,77.80%,"$112,180.00",307.31,Individual,1.56,$198.38,-0.68,367,$230.70,1.71,Premium,4–7 Nights
16761343,Wonderful Entrie House In Heart Of Silicon Valley,24833684,Miya,Not Specified,Santa Clara,37.3993,-121.96717,Entire Home/Apt,$120.00,2,114,5/28/2020,2.76,5,264,San Clara Country,27.70%,"$12,120.00",33.24,Small Operator,17.43,$134.06,2.04,195,$167.26,0.72,Budget,2–3 Nights
34601499,Sun-Drenched Room In Harlem Apt,53638710,Kay,Manhattan,Harlem,40.823,-73.93966,Private Room,$50.00,4,6,2/1/2020,0.38,1,0,New York City,100.00%,"$18,250.00",50,Individual,2.28,$114.51,-1.21,312,$162.83,0.31,Budget,4–7 Nights
31088906,Suite 501 At The Diamond Head Beach Hotel,43793840,Mark,Honolulu,Primary Urban Center,21.26188,-157.81942,Entire Home/Apt,$280.00,1,17,3/8/2020,0.89,100,300,Hawaii,17.80%,"$18,200.00",49.84,Commercial Operator,0.03,$219.00,-0.34,276,$316.90,0.88,Average,1 Night
30853694,Entire Loft With A Bedroom And Walk-In Closet,14276413,Sedef,Brooklyn,Bedford-Stuyvesant,40.69066,-73.95922,Entire Home/Apt,$300.00,2,2,1/1/2019,0.1,1,0,New York City,100.00%,"$109,500.00",300,Individual,0.20,$110.45,-1.02,708,$162.83,1.84,Premium,2–3 Nights
9831392,Cozy Modern Apartment Above Subway,49453860,Xionghui,Queens,Forest Hills,40.72126,-73.84542,Entire Home/Apt,$123.00,1,0,,0,1,0,New York City,100.00%,"$44,895.00",123,Individual,0.00,$80.43,-1.41,,$162.83,0.76,Budget,1 Night
28835269,Honolulu Studio W/ 1 Parking,81810379,Keith,Honolulu,Primary Urban Center,21.30985,-157.84289,Entire Home/Apt,$65.00,180,21,7/3/2020,0.9,1,335,Hawaii,8.20%,"$1,950.00",5.33,Individual,1.55,$219.00,-0.63,159,$316.90,0.21,Budget,91–180 Nights
43743501,Paradise Hale,284827570,Kim,Hawaii,Puna,19.58672,-154.97183,Entire Home/Apt,$100.00,4,0,,0,1,292,Hawaii,20.00%,"$7,300.00",20,Individual,0.00,$121.45,-1.45,,$316.90,0.32,Budget,4–7 Nights
13785871,Uw Hacker House Hamilton Room,1243056,Andy,University District,University District,47.6583,-122.31947,Shared Room,$96.00,30,0,,0,35,363,Seattle,0.50%,$192.00,0.48,Commercial Operator,0.00,$91.91,-1.45,,$228.97,0.42,Budget,8–30 Nights
43246230,"New, Modern, Upscale Hotel In El Segundo! Rm 3",344374837,Jasmin,Other Cities,El Segundo,33.92797,-118.38577,Private Room,$155.00,1,49,8/29/2020,10.43,20,87,Los Angeles,76.20%,"$43,090.00",118.11,Professional,19.47,$164.78,5.71,102,$230.70,0.67,Budget,1 Night
18215018,"Nihi Kai 806: Ac Condo, Poipu Beach Down The Road Prime Location With Free Midsize Rental Car Included",42618840,Great Vacation,Kauai,Koloa-Poipu,21.87249,-159.44788,Entire Home/Apt,$259.00,2,22,7/26/2020,0.57,75,329,Hawaii,9.90%,"$9,324.00",25.641,Commercial Operator,0.02,$420.24,-0.49,136,$316.90,0.82,Average,2–3 Nights
40777336,Quiet Clean Lower East Side 1Br - Amazing Location,23860096,Siovan,Manhattan,Lower East Side,40.71812,-73.98971,Entire Home/Apt,$250.00,2,6,8/3/2020,0.71,1,0,New York City,100.00%,"$91,250.00",250,Individual,4.26,$141.92,-0.67,128,$162.83,1.54,Premium,2–3 Nights
29241662,Artsy Apartment - Large Bedroom In Upper Manhattan,220307306,Tatianna,Manhattan,Washington Heights,40.85712,-73.9277,Private Room,$60.00,1,4,11/11/2018,0.17,1,0,New York City,100.00%,"$21,900.00",60,Individual,0.68,$110.96,-1.35,759,$162.83,0.37,Budget,1 Night
43326242,3/2 Jacuzzi Private Yard Wilton Wonderland,183809612,John,Not Specified,Wilton Manors,26.15494,-80.148,Private Room,$249.00,2,1,10/5/2020,0.75,5,169,Broward County,53.70%,"$48,804.00",133.713,Small Operator,0.08,$225.50,-0.73,65,$253.11,0.98,Average,2–3 Nights
1959836,Artist Cottage In Denver,10033473,Anne,Not Specified,Clayton,39.76493,-104.95783,Private Room,$39.00,30,297,4/11/2019,3.73,1,48,Denver,86.80%,"$12,363.00",33.852,Individual,961.58,$44.50,5.37,608,$209.59,0.19,Budget,8–30 Nights
39394028,"Mod Mid-Wilshire 1Br W/ Bbq, Sundeck, Nr. Shopping Center, By Blueground",107434423,Blueground,City Of Los Angeles,Mid-Wilshire,34.06767,-118.34651,Entire Home/Apt,$125.00,30,1,7/6/2020,0.31,206,233,Los Angeles,36.20%,"$16,500.00",45.25,Commercial Operator,0.00,$175.75,-1.20,156,$230.70,0.54,Budget,8–30 Nights
45257715,Private Room With A View Of Downtown Los Angeles,292367282,Talyssa,City Of Los Angeles,Echo Park,34.06632,-118.24898,Private Room,$45.00,30,0,,0,3,365,Los Angeles,0.00%,$0.00,0,Small Operator,0.00,$115.95,-1.54,,$230.70,0.2,Budget,8–30 Nights
43820947,2Bdx2Bath Luxurious Full Apt. In Westwood Village,350432543,Bevlux,City Of Los Angeles,Westwood,34.06123,-118.44331,Entire Home/Apt,$210.00,30,0,,0,1,90,Los Angeles,75.30%,"$57,750.00",158.13,Individual,0.00,$171.80,-1.26,,$230.70,0.91,Average,8–30 Nights
6446687,Luxurious Downtown-2 Bed 2 Bath Corner Unit 204,24241984,Patsy,Not Specified,District 19,36.15752,-86.76461,Entire Home/Apt,$234.00,2,50,2/3/2020,0.84,13,308,Nashville,15.60%,"$13,338.00",36.504,Professional,0.50,$229.87,0.07,310,$223.27,1.05,Average,2–3 Nights
1212746,Big Flat/3 Br/2-Bath/Great District/Near Subway,1237762,Myles,Not Specified,Castro/Upper Market,37.76018,-122.4402,Entire Home/Apt,"$1,075.00",3,101,2/28/2020,1.17,2,125,San Francisco,65.80%,"$258,000.00",707.35,Small Operator,38.88,$262.96,2.47,285,$295.23,3.64,Premium,2–3 Nights
21436504,"Lincoln Park Apt, Capitol Hill",13874798,Rodolfo,Not Specified,"Capitol Hill, Lincoln Park",38.8917,-76.99287,Entire Home/Apt,$80.00,4,2,3/18/2018,0.06,1,0,Washington D.C.,100.00%,"$29,200.00",80,Individual,0.12,$214.83,-1.41,997,$175.34,0.46,Budget,4–7 Nights
33613216,Standard One King Bed Amp; Private Bathroom,252783373,Hardin,Not Specified,78705,30.28519,-97.74472,Private Room,$152.00,1,1,1/8/2020,0.61,7,121,Austin,66.80%,"$37,088.00",101.536,Professional,0.06,$123.68,-0.98,336,$267.45,0.57,Budget,1 Night
3010430,Studio In Center Of Chelsea,15341568,Selma,Manhattan,Chelsea,40.74227,-73.99362,Entire Home/Apt,$180.00,1,6,8/25/2014,0.08,1,0,New York City,100.00%,"$65,700.00",180,Individual,0.48,$417.33,-1.17,2298,$162.83,1.11,Average,1 Night
36025111,Great Location Walk To All 1 Minuet Walk To Train,223374565,"Christine,",Manhattan,Midtown,40.74282,-73.98398,Entire Home/Apt,$259.00,6,0,,0,3,343,New York City,6.00%,"$5,698.00",15.54,Small Operator,0.00,$335.84,-1.18,,$162.83,1.59,Premium,4–7 Nights
40310297,"Pet Friendly Guest House W Yard, Ask4Kid Discounts",30652418,Willie,Not Specified,Santa Clara,37.3671,-121.97847,Entire Home/Apt,$120.00,1,8,1/24/2020,1.23,1,0,San Clara Country,100.00%,"$43,800.00",120,Individual,9.84,$134.06,-0.55,320,$167.26,0.72,Budget,1 Night
41471137,Beautiful Marina Del Rey Beach Getaway,12269156,William,City Of Los Angeles,Venice,33.97145,-118.45987,Entire Home/Apt,$239.00,30,23,6/9/2020,3.15,1,95,Los Angeles,74.00%,"$64,530.00",176.86,Individual,53.61,$255.20,1.05,183,$230.70,1.04,Average,8–30 Nights
19784306,Stunning Views.,39937365,Anixia,City Of Los Angeles,Hollywood Hills West,34.09975,-118.37505,Entire Home/Apt,$800.00,30,1,2/1/2020,0.12,7,344,Los Angeles,5.80%,"$16,800.00",46.4,Professional,0.00,$575.87,-0.19,312,$230.70,3.47,Premium,8–30 Nights
41645010,The Gv Twin Bedroom Redline Cozy Twin Room With Lots Of Light Walk To Redline For Mass General!,71783,Lance,Not Specified,Dorchester,42.31384,-71.06113,Private Room,$34.00,29,0,,0,42,273,Boston,25.20%,"$3,128.00",8.568,Commercial Operator,0.00,$92.73,-1.56,,$172.97,0.2,Budget,8–30 Nights
43037440,Private Bedroom In Beautiful Condo In Pb1,3881880,Andrey,Not Specified,Mission Bay,32.80264,-117.21993,Private Room,$50.00,7,0,,0,1,0,San Diego,100.00%,"$18,250.00",50,Individual,0.00,$525.93,-1.53,,$306.57,0.16,Budget,4–7 Nights
35126033,"King Bed, Steps To Sand, Rooftop Patio With View!",25519858,Janet Scott,Not Specified,Mission Bay,32.78143,-117.25134,Entire Home/Apt,$189.00,2,22,7/15/2020,1.88,23,54,San Diego,85.20%,"$58,779.00",161.028,Commercial Operator,1.53,$525.93,0.18,147,$306.57,0.62,Budget,2–3 Nights
39193671,"Contemporary Style, Great Location!",101438117,Pro,City Of Los Angeles,Hollywood Hills West,34.10311,-118.36561,Entire Home/Apt,$266.00,30,0,,0,1,173,Los Angeles,52.60%,"$51,072.00",139.916,Individual,0.00,$575.87,-1.17,,$230.70,1.15,Average,8–30 Nights
25185363,Oceanfront Single Queen Room With Sofa Bed,23382973,Riptide,Not Specified,Hollywood,26.02677,-80.11642,Private Room,$169.00,1,0,,0,9,318,Broward County,12.90%,"$7,943.00",21.801,Professional,0.00,$198.89,-1.33,,$253.11,0.67,Budget,1 Night
14976932,"4: Close To Beach, Airport And Las Olas",4246703,Matthew,Not Specified,Fort Lauderdale,26.13966,-80.12911,Entire Home/Apt,$253.00,1,299,3/6/2020,6.59,41,262,Broward County,28.20%,"$26,059.00",71.346,Commercial Operator,13.55,$314.69,7.48,278,$253.11,1,Average,1 Night
18811122,English Basement In Highly Desirable Location!,126988012,Sarah,Not Specified,"Edgewood, Bloomingdale, Truxton Circle, Eckington",38.91976,-77.01165,Entire Home/Apt,$85.00,7,43,8/31/2020,1.16,1,19,Washington D.C.,94.80%,"$29,410.00",80.58,Individual,47.29,$130.29,-0.10,100,$175.34,0.48,Budget,4–7 Nights
30578185,*Outstanding* Apt. Near Seattle Ctr.-So Lake Union,11383663,David,Queen Anne,Lower Queen Anne,47.63102,-122.36123,Entire Home/Apt,$100.00,30,59,5/30/2020,3.25,2,244,Seattle,33.20%,"$12,100.00",33.2,Small Operator,31.83,$213.00,1.44,193,$228.97,0.44,Budget,8–30 Nights
14218548,Large Prime East Village Bedroom,86368554,Ryan,Manhattan,East Village,40.72646,-73.98498,Private Room,$100.00,2,1,8/8/2016,0.02,1,0,New York City,100.00%,"$36,500.00",100,Individual,0.02,$145.31,-1.42,1584,$162.83,0.61,Budget,2–3 Nights
39922012,The Contemporary Vacation Place!,33606197,Corina,Not Specified,Unincorporated Areas,36.13884,-115.26148,Entire Home/Apt,$85.00,28,1,2/28/2020,0.16,26,339,Clark County,7.10%,"$2,210.00",6.035,Commercial Operator,0.00,$215.51,-1.36,285,$191.70,0.44,Budget,8–30 Nights
41912759,Parrish Kauai- Waikomo Stream Villas 430- Spacious,101401250,Parrish,Kauai,Koloa-Poipu,21.88129,-159.46674,Entire Home/Apt,$158.00,3,0,,0,221,296,Hawaii,18.90%,"$10,902.00",29.862,Commercial Operator,0.00,$420.24,-1.35,,$316.90,0.5,Budget,2–3 Nights
12288441,Standard Two Queen Studio,65389940,Fortuna,Not Specified,Fort Lauderdale,26.1286,-80.10559,Private Room,$118.00,1,12,11/3/2020,0.25,7,365,Broward County,0.00%,$0.00,0,Professional,0.00,$314.69,-1.08,36,$253.11,0.47,Budget,1 Night
24681175,Centrally Located Luxury Craftsman Home W/ Garage!,111056987,Alan,Other Neighborhoods,Wallingford,47.65989,-122.32314,Entire Home/Apt,$125.00,1,200,8/6/2020,7.75,1,0,Seattle,100.00%,"$45,625.00",125,Individual,1550.00,$100.58,6.41,125,$228.97,0.55,Budget,1 Night
44497092,Aqua Palms Waikiki Inviting Studio Walk To Beach,154324699,Turnkey Vacation Rentals,Honolulu,Primary Urban Center,21.28409,-157.83745,Entire Home/Apt,$95.00,2,0,,0,132,349,Hawaii,4.40%,"$1,520.00",4.18,Commercial Operator,0.00,$219.00,-1.45,,$316.90,0.3,Budget,2–3 Nights
24562184,Sunny Studio With Two Beds By Little Italy Piazza,183755154,Westcoastvita,Not Specified,Little Italy,32.72219,-117.16669,Entire Home/Apt,$129.00,2,113,8/3/2020,4.15,7,0,San Diego,100.00%,"$47,085.00",129,Professional,66.99,$212.05,2.88,128,$306.57,0.42,Budget,2–3 Nights
3518016,Direct Oceanfront Top Floor Studio,17713619,Khaled Heather,Kauai,Kapaa-Wailua,22.05239,-159.32913,Entire Home/Apt,$137.00,2,162,9/8/2020,2.39,3,160,Hawaii,56.20%,"$28,085.00",76.994,Small Operator,72.53,$237.85,2.60,92,$316.90,0.43,Budget,2–3 Nights
23990892,Cancun Resort Las Vegas - 2 Bdrm ****,30787515,Brooke,Not Specified,Unincorporated Areas,36.03853,-115.1738,Entire Home/Apt,$248.00,2,4,2/1/2020,0.14,119,80,Clark County,78.10%,"$70,680.00",193.688,Commercial Operator,0.00,$215.51,-1.05,312,$191.70,1.29,Premium,2–3 Nights
11258930,A Zen Experience On The Edge Of Uptown,3970617,Erez,Not Specified,Hennepin,44.96284,-93.28735,Entire Home/Apt,$59.00,2,15,10/14/2019,0.32,1,0,Twin Cities Msa,100.00%,"$21,535.00",59,Individual,4.80,$483.20,-1.09,422,$556.88,0.11,Budget,2–3 Nights
29985017,Pied--Terre. Longer Term Rental. Negotiable!,11978751,Mark Aiste,Not Specified,Near South Side,41.86733,-87.62046,Entire Home/Apt,$175.00,14,0,,0,1,365,Chicago,0.00%,$0.00,0,Individual,0.00,$196.60,-1.32,,$152.45,1.15,Average,8–30 Nights
45123999,Incredible Apartment Home Studio In Pasadena,359066913,Pchsocal,Other Cities,Pasadena,34.15036,-118.1538,Entire Home/Apt,$137.00,30,0,,0,308,360,Los Angeles,1.40%,$685.00,1.918,Commercial Operator,0.00,$147.83,-1.38,,$230.70,0.59,Budget,8–30 Nights
22582395,Oahu Apartment W/ Patio - Steps To Kailua Beach!,151398424,Evolve Vacation Rental,Honolulu,Koolaupoko,21.39964,-157.73716,Entire Home/Apt,$156.00,30,11,12/30/2019,0.34,195,352,Hawaii,3.60%,"$2,028.00",5.616,Commercial Operator,0.00,$402.44,-0.97,345,$316.90,0.49,Budget,8–30 Nights
623614,Comfy Private Br/House Share (With My Work),552705,"Amanda (Marz, Nickname)",Not Specified,78703,30.28406,-97.7702,Private Room,$60.00,2,0,,0,3,346,Austin,5.20%,"$1,140.00",3.12,Small Operator,0.00,$351.46,-1.51,,$267.45,0.22,Budget,2–3 Nights
3100156,Your Own Studio Apt In Upper East,1906150,Susana,Manhattan,Upper East Side,40.7759,-73.94227,Entire Home/Apt,$112.00,7,109,4/1/2020,1.43,1,357,New York City,2.20%,$896.00,2.464,Individual,3.43,$217.13,1.15,252,$162.83,0.69,Budget,4–7 Nights
24677914,Narragansett Get Away - Immaculate,186513622,Leslie,Washington,Narragansett,41.49835,-71.4364,Entire Home/Apt,$350.00,4,22,5/26/2019,0.86,1,91,Rhode Island,75.10%,"$95,900.00",262.85,Individual,14.21,$236.05,-0.17,563,$275.02,1.27,Premium,4–7 Nights
34810479,La Jolla Village Hideaway,95769712,Karen,Not Specified,La Jolla,32.84473,-117.27128,Entire Home/Apt,$175.00,1,28,12/15/2019,1.93,11,0,San Diego,100.00%,"$63,875.00",175,Professional,4.91,$291.63,0.28,360,$306.57,0.57,Budget,1 Night
19768107,Lower East Dream Room!,16414560,Kat,Manhattan,East Village,40.72467,-73.98922,Private Room,$103.00,2,1,5/21/2019,0.06,1,0,New York City,100.00%,"$37,595.00",103,Individual,0.06,$145.31,-1.39,568,$162.83,0.63,Budget,2–3 Nights
23379959,Wind Sea By Avantstay Gorgeous Beachside Home Rooftop And Ocean Views!,130904349,Avantstay,Not Specified,La Jolla,32.83325,-117.28016,Entire Home/Apt,$574.00,1,56,12/7/2020,1.92,47,329,San Diego,9.90%,"$20,664.00",56.826,Commercial Operator,0.23,$291.63,1.38,2,$306.57,1.87,Premium,1 Night
139624,"Spacious,Sunny, Private One Bedroom",680818,Jessica,Brooklyn,Crown Heights,40.67456,-73.95151,Entire Home/Apt,$73.00,21,76,1/29/2020,0.69,1,97,New York City,73.40%,"$19,564.00",53.582,Individual,38.49,$111.08,0.12,315,$162.83,0.45,Budget,8–30 Nights
23184752,Large Sunny Clinton Hill/Bedstuy Bedroom,172366460,Aaron,Brooklyn,Bedford-Stuyvesant,40.69076,-73.95883,Private Room,$180.00,1,29,3/31/2020,0.93,2,365,New York City,0.00%,$0.00,0,Small Operator,0.00,$110.45,-0.30,253,$162.83,1.11,Average,1 Night
22223540,Large Home For Super Bowl,162391159,Lauren,Not Specified,Ramsey,44.9592,-93.02552,Entire Home/Apt,$700.00,2,0,,0,1,88,Twin Cities Msa,75.90%,"$193,900.00",531.3,Individual,0.00,$384.21,-0.45,,$556.88,1.26,Premium,2–3 Nights
18615340,Charming Studio Near Beach Convention Center,128635026,Broadlind Hotel,Other Cities,Long Beach,33.76833,-118.18778,Hotel Room,$125.00,1,39,6/26/2020,1.01,22,357,Los Angeles,2.20%,"$1,000.00",2.75,Commercial Operator,0.04,$126.34,-0.18,166,$230.70,0.54,Budget,1 Night
26917536,"Cozy, Inviting And Warm 2Br Albany Park Apartment",13619239,Daniel,Not Specified,Albany Park,41.96632,-87.70967,Entire Home/Apt,$99.00,2,15,3/2/2020,0.59,1,0,Chicago,100.00%,"$36,135.00",99,Individual,8.85,$91.67,-0.86,282,$152.45,0.65,Budget,2–3 Nights
20254056,Private Bedroom,5068283,Gilda,Not Specified,Mountain View,37.40094,-122.1021,Private Room,$45.00,3,13,12/15/2019,0.38,5,89,San Clara Country,75.60%,"$12,420.00",34.02,Small Operator,0.75,$141.67,-1.10,360,$167.26,0.27,Budget,2–3 Nights
6707650,Single Room Avaliable(Guest Room),22223682,Zoey,Not Specified,University City,32.86289,-117.22337,Private Room,$230.00,300,6,2/8/2015,0.1,1,365,San Diego,0.00%,$0.00,0,Individual,0.00,$122.47,-1.08,2131,$306.57,0.75,Budget,181+ Nights
43337648,Lovely 3 Bedroom Condo W/ Amenities,345156756,Linda,Not Specified,Unincorporated Areas,36.01494,-115.12092,Entire Home/Apt,$200.00,31,0,,0,1,83,Clark County,77.30%,"$56,400.00",154.6,Individual,0.00,$215.51,-1.28,,$191.70,1.04,Average,31–90 Nights
32338905,Ilikai Tower 1725,74079684,Marina,Honolulu,Primary Urban Center,21.28385,-157.8374,Entire Home/Apt,$282.00,1,7,7/3/2020,0.5,189,0,Hawaii,100.00%,"$102,930.00",282,Commercial Operator,0.02,$219.00,-0.73,159,$316.90,0.89,Average,1 Night
8755479,"2 Bedroom 2 Bath, Large Deck View In Queen Anne",6097842,Brittain,Queen Anne,East Queen Anne,47.62983,-122.34687,Entire Home/Apt,$295.00,30,18,8/18/2018,0.32,1,169,Seattle,53.70%,"$57,820.00",158.415,Individual,3.09,$263.00,-0.65,844,$228.97,1.29,Premium,8–30 Nights
15090815,The Comfy Spot Away From Home,89873907,Christine,Brooklyn,Cypress Hills,40.68004,-73.88709,Private Room,$52.00,3,2,3/1/2020,0.18,1,251,New York City,31.20%,"$5,928.00",16.224,Individual,0.11,$74.67,-1.39,283,$162.83,0.32,Budget,2–3 Nights
11815241,"Waterfront Bungalow On Lake Travis, Pool Hot Tub, Next To Marina (3)",62926106,Guy,Not Specified,78734,30.37264,-97.9868,Entire Home/Apt,$282.00,2,15,8/23/2020,0.29,17,283,Austin,22.50%,"$23,124.00",63.45,Professional,0.06,$409.33,-0.73,108,$267.45,1.05,Average,2–3 Nights
42744670,Cozy Neighborhood Subway M/R2Min 7 Line5Min,19303369,Hiroki,Queens,Woodside,40.74613,-73.89992,Private Room,$29.00,30,0,,0,107,38,New York City,89.60%,"$9,483.00",25.984,Commercial Operator,0.00,$76.43,-1.56,,$162.83,0.18,Budget,8–30 Nights
5774117,Pink Room For Female Only,26927207,Ruth,Not Specified,Miramar,25.96969,-80.35773,Private Room,$45.00,3,5,4/2/2020,0.08,2,0,Broward County,100.00%,"$16,425.00",45,Small Operator,0.20,$63.20,-1.41,251,$253.11,0.18,Budget,2–3 Nights
40595992,1 Bedroom Oceanfront 604,195877127,Red Awning,Maui,Lahaina,20.94806,-156.69086,Entire Home/Apt,$341.00,1,0,,0,17,232,Hawaii,36.40%,"$45,353.00",124.124,Professional,0.00,$368.52,-1.05,,$316.90,1.08,Average,1 Night
4040759,Downtown And Bound!,20895841,Stephanie,Not Specified,City Of Las Vegas,36.16206,-115.17512,Entire Home/Apt,$513.00,3,81,9/8/2020,1.13,1,165,Clark County,54.80%,"$102,600.00",281.124,Individual,50.16,$150.36,1.19,92,$191.70,2.68,Premium,2–3 Nights
36379292,Safe And Clean Studio In Soho Best Area,273544738,Jane,Manhattan,Nolita,40.72132,-73.99586,Entire Home/Apt,$176.00,2,15,3/15/2020,1.08,1,326,New York City,10.70%,"$6,864.00",18.832,Individual,1.73,$200.15,-0.43,269,$162.83,1.08,Average,2–3 Nights
44266892,Mgm Signature 32Nd Floor Penthouse With Balcony!,9668663,Tiffany,Not Specified,Unincorporated Areas,36.10735,-115.16708,Private Room,$95.00,1,9,8/24/2020,6,1,10,Clark County,97.30%,"$33,725.00",92.435,Individual,52.54,$215.51,2.31,107,$191.70,0.5,Budget,1 Night
31473233,The Islands At Mauna Lani D2,235756891,Puamana,Hawaii,South Kohala,19.94006,-155.86007,Entire Home/Apt,$391.00,1,0,,0,22,80,Hawaii,78.10%,"$111,435.00",305.371,Commercial Operator,0.00,$385.94,-0.96,,$316.90,1.23,Premium,1 Night
31379263,"Chic, Light-Filled Condo Backyard Oasis In Mission-Dolores",30181047,Gautam,Not Specified,Mission,37.76734,-122.42587,Entire Home/Apt,$218.00,30,21,10/20/2019,1.1,1,129,San Francisco,64.70%,"$51,448.00",141.046,Individual,14.95,$196.08,-0.26,416,$295.23,0.74,Budget,8–30 Nights
42121987,"Club 36, Las Vegs,1 Bedroom Deluxe",194953121,Christian,Not Specified,Unincorporated Areas,36.10208,-115.15581,Entire Home/Apt,$142.00,2,0,,0,100,355,Clark County,2.70%,"$1,420.00",3.834,Commercial Operator,0.00,$215.51,-1.38,,$191.70,0.74,Budget,2–3 Nights
12831310,"Cozy Bedroom, Awesome East Village Apartment!",70030943,Carolyn,Manhattan,East Village,40.72358,-73.97593,Private Room,$55.00,1,2,6/7/2016,0.04,1,0,New York City,100.00%,"$20,075.00",55,Individual,0.08,$145.31,-1.47,1646,$162.83,0.34,Budget,1 Night
18357504,Spacious Brownstone Apartment,5454042,Ian,Brooklyn,Bedford-Stuyvesant,40.68874,-73.95684,Private Room,$65.00,2,14,6/11/2017,0.34,1,0,New York City,100.00%,"$23,725.00",65,Individual,4.76,$110.45,-1.08,1277,$162.83,0.4,Budget,2–3 Nights
23548874,Stylish - Posh Hollywood Home,202106346,Jason And Natasha,City Of Los Angeles,Hollywood,34.08903,-118.31497,Entire Home/Apt,$269.00,1,104,3/28/2020,3.42,3,234,Los Angeles,35.90%,"$35,239.00",96.571,Small Operator,42.56,$198.89,2.53,256,$230.70,1.17,Average,1 Night
13914735,Southern Comfort. Lovely Bedroom In Beach Home,82562435,Josephine,Queens,Arverne,40.59005,-73.79449,Private Room,$44.00,2,134,11/24/2019,2.68,2,249,New York City,31.80%,"$5,104.00",13.992,Small Operator,57.10,$203.00,2.18,381,$162.83,0.27,Budget,2–3 Nights
28286395,Manhattan Private X-Small Bedroom- Good Location,36800887,Julian,Manhattan,Hell'S Kitchen,40.76671,-73.98413,Private Room,$85.00,4,31,12/9/2019,1.3,1,0,New York City,100.00%,"$31,025.00",85,Individual,40.30,$328.08,-0.20,366,$162.83,0.52,Budget,4–7 Nights
11437634,Modern 1-Bdrm Apt Near Manhattan And Central Park,44502437,Negra,Queens,Astoria,40.75579,-73.9148,Entire Home/Apt,$77.00,2,152,7/9/2020,3.1,3,361,New York City,1.10%,$308.00,0.847,Small Operator,1.73,$141.24,2.77,153,$162.83,0.47,Budget,2–3 Nights
41058789,1 Private Bedroom In An Apartment,311531272,Olaoye,Brooklyn,Brownsville,40.65889,-73.91178,Private Room,$50.00,1,2,3/17/2020,0.27,2,78,New York City,78.60%,"$14,350.00",39.3,Small Operator,0.21,$59.50,-1.33,267,$162.83,0.31,Budget,1 Night
37921661,"Austin -8 Mo. Zilker Park: Nature, Music, Food",7464103,Alex Leen,Not Specified,78704,30.26548,-97.76411,Entire Home/Apt,$105.00,182,0,,0,1,321,Austin,12.10%,"$4,620.00",12.705,Individual,0.00,$264.17,-1.44,,$267.45,0.39,Budget,181+ Nights
33727931,Westin Kaanapali Villa 1Br,13684559,Peter,Maui,Lahaina,20.87859,-156.68194,Entire Home/Apt,$350.00,7,0,,0,5,364,Hawaii,0.30%,$350.00,1.05,Small Operator,0.00,$368.52,-1.03,,$316.90,1.1,Average,4–7 Nights
18057015,Modern Spacious 2 Br Loft Near Grove St Path Train,24592423,Deedee,Not Specified,Ward E (Councilmember James Solomon),40.7208,-74.04676,Entire Home/Apt,$292.00,1,38,1/3/2020,0.98,31,0,Jersey City,100.00%,"$106,580.00",292,Commercial Operator,1.20,$209.58,0.06,341,$150.76,1.94,Premium,1 Night
